"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Google API Key","Enqueue Google Maps API Script","Enqueue ACF Google Maps Script","Force Shortcodes Processing","Multilingual VC Snippet IDs","Multilingual ACF Field Picker IDs",会場の所属する自治体,会場の存在する自治体名,人数,"Tokyo FESTIVALの分類",WEBサイトのアドレス,概要,対象,会場(投稿),会場,主催,共催,協賛,協力,後援,申請自治体,開催年度,"単日/複数日 - 期間",開催時間,開催日数（展覧会・公演）,公演回数／実施回数（講演、ワークショップ等）,人数/参加者数,料金,出演者数／出展アーティスト数／登壇者数等,出演者数／出展アーティスト数／登壇者数等（外国人）,ジャンル,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,多言語対応（例）音声ガイドの多言語化,多言語対応（例）キャプション・字幕の多言語化,多言語対応（例）その他の多言語化,多言語対応（例）その他の多言語化（内容）,バリアフリー対応の有無,バリアフリー対応策（例）,バリアフリー対応策（例）その他,組織委員会の認証の有無,画像等データの有無,画像,動画URL,関連プログラム名,事業マスター,カテゴリ,"Tokyo FESTIVALの分類",概要,WEBサイトURL,会場の所属する自治体,会場の存在する自治体名,決算額_year,決算額_price,期間_date,期間_date_to,単日/複数日_date,国_country,国_num
,,,,,,,,,,,,,,,,1,https://www.teien-art-museum.ne.jp/programs/boltanski_lecture.html,"登壇者：クリスチャン・ボルタンスキー、逢坂恵理子（横浜美術館館長）
開催日：2016年9月22日（木・祝）
会場：日仏会館1Fホール（渋谷区恵比寿3-9-25）
参加人数：176人",,"日仏会館 - ホール（日仏会館ホール）",,東京都庭園美術館|朝日新聞社,,戸田建設株式会社,アニエスベージャパン株式会社|エールフランス航空,在日フランス大使館|アンスティチュ・フランセ日本|日仏会館フランス事務所,,2016,2016,,単日/複数日,20160922,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:3:""176"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:41:""<p>参加費無料・事前申込制</p>
"";}",2,1,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,無し,,,,,,無し,バリアフリー対応施設,,,なし,,,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち","【企画展示】クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",,1,"登壇者：クリスチャン・ボルタンスキー、逢坂恵理子（横浜美術館館長）
開催日：2016年9月22日（木・祝）
会場：日仏会館1Fホール（渋谷区恵比寿3-9-25）
参加人数：176人",,,,,,フランス,1
,,,,,,,,,,,,,,,,1,https://www.teien-art-museum.ne.jp/programs/artbook.html,"「ARTBOOK CLUB わたしの中の亡霊」
企画：Artbook Eureka、澤隆志
第一回：「インスタレーションと鑑賞者のエモーショナルな関係」
開催日：2016年11月25日（金）　参加人数：25日17人",,"東京都庭園美術館 - 本館（旧朝香宮邸）",,東京都庭園美術館|朝日新聞社,,,アニエスベージャパン株式会社|エールフランス航空,在日フランス大使館|アンスティチュ・フランセ日本|日仏会館フランス事務所,,2016,2016,,単日/複数日,20161125,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""18:00:00"";s:7:""time_to"";s:8:""19:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""17"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:92:""<p>参加費：無料（ただし当日有効の展覧会チケットが必要です）</p>
"";}",1,,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち","【企画展示】クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",,1,"「ARTBOOK CLUB わたしの中の亡霊」
企画：Artbook Eureka、澤隆志
第一回：「インスタレーションと鑑賞者のエモーショナルな関係」
開催日：2016年11月25日（金）　参加人数：25日17人",,,,,,,
,,,,,,,,,,,,,,,,1,https://www.teien-art-museum.ne.jp/programs/artbook.html,"開催日：2016年11月25日（金）
第二回：「一風変わった幼少期からアーティストボルタンスキーの誕生」
開催日：2016年11月26日（土）
会場：本館スタジオ
参加人数：26日15人（合計32人）",,"東京都庭園美術館 - 本館（旧朝香宮邸）",,東京都庭園美術館|朝日新聞社,,戸田建設株式会社,アニエスベージャパン株式会社|エールフランス航空,在日フランス大使館|アンスティチュ・フランセ日本|日仏会館フランス事務所,,2016,2016,,単日/複数日,20161126,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""15"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:92:""<p>参加費：無料（ただし当日有効の展覧会チケットが必要です）</p>
"";}",1,,展覧会（美術、歴史、写真、建築、文芸等）|講演会・シンポジウム,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち","【企画展示】クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",,1,"開催日：2016年11月25日（金）
第二回：「一風変わった幼少期からアーティストボルタンスキーの誕生」
開催日：2016年11月26日（土）
会場：本館スタジオ
参加人数：26日15人（合計32人）",,,,,,,
,,,,,,,,,,,,,,,,1,https://www.teien-art-museum.ne.jp/exhibition/160922-1225_boltanski.html,"トーカー：田中雅子（当館学芸員・本展キュレーター）
開催日：2016年11月4日（金）、12月9日（金）
参加人数：11月4日40人、12月9日60人（合計100人）",,"東京都庭園美術館 - 新館 ギャラリー1|東京都庭園美術館 - 新館 ギャラリー2|東京都庭園美術館 - 本館（旧朝香宮邸）",,東京都庭園美術館|朝日新聞社,,戸田建設株式会社,アニエスベージャパン株式会社|エールフランス航空,在日フランス大使館|アンスティチュ・フランセ日本|日仏会館フランス事務所,,2016,2016,,単日/複数日,"20161104,20161209","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",2,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:3:""100"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:77:""<p>参加費無料（当日の入場券が必要です・予約不要）</p>
"";}",1,,展覧会（美術、歴史、写真、建築、文芸等）|その他,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち","【企画展示】クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",,1,"トーカー：田中雅子（当館学芸員・本展キュレーター）
開催日：2016年11月4日（金）、12月9日（金）
参加人数：11月4日40人、12月9日60人（合計100人）",,,,,,,
,,,,,,,,,,,,,,,,1,https://www.teien-art-museum.ne.jp/exhibition/160922-1225_boltanski.html,"トーカー：村内みれい（平成28年度インターン）
開催日：2016年10月19日（水）、11月16日（水）、12月7日（水）
参加人数：各回30人（合計90人）",,"東京都庭園美術館 - 本館（旧朝香宮邸）|東京都庭園美術館 - 新館 ギャラリー1|東京都庭園美術館 - 新館 ギャラリー2",,東京都庭園美術館|朝日新聞社,,戸田建設株式会社,アニエスベージャパン株式会社|エールフランス航空,在日フランス大使館|アンスティチュ・フランセ日本|日仏会館フランス事務所,,2016,2016,,単日/複数日,"20161009,20161116,20161207","a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:0:"""";s:10:""time_bikou"";s:0:"""";}}}",3,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:2:""90"";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:77:""<p>参加費無料（当日の入場券が必要です・予約不要）</p>
"";}",1,,展覧会（美術、歴史、写真、建築、文芸等）|その他,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,"クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち","【企画展示】クリスチャン・ボルタンスキー　アニミタス _さざめく亡霊たち",,1,"トーカー：村内みれい（平成28年度インターン）
開催日：2016年10月19日（水）、11月16日（水）、12月7日（水）
参加人数：各回30人（合計90人）",,,,,,,
,,,,,,,,,,,,,,,,1,https://www.yebizo.com/jp/program/detail/02-01,"第９回恵比寿映像祭では、展示関連パフォーマンスとして2つのプログラムを実施した。そのうちの1つは以下となる。

開催日：2017/2/10～12
会場：東京都写真美術館 3F 展示室
プログラム名：笹本晃《デリケート・サイクル》
料金：前売350円　当日600円（入場整理番号付）

プログラム説明：
作品は、インスタレーションと、同名のパフォーマンス、パフォーマンスの履歴を伝える遺物、という3要素から成る。タイトルは、痛みやすい衣類を洗う際の洗濯機のコース設定に由来。ぐるぐると洗われる洗濯物、ひたすら地を這い回るフンコロガシ、高い枝から地表を見降ろす小鳥といった別々の要素が、展示空間で不条理に交差し、言い知れない意味を醸し出す。日常の断片を注意深く拾いあげ、一見他愛もないナラティヴや彫刻的要素を重ねながら笹本は、抽象度の高い複数の視点を同時に導き出す。
",,"東京都写真美術館 - 3F 展示室",,東京都写真美術館|アーツカウンシル東京|日本経済新聞社|東京都,,,,,,2016,2016,,期間,,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""11:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",3,3,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:0:"""";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""有料"";s:13:""ryoukin_bikou"";s:98:""<p>定員：各回30名<br />
料金：前売350円　当日600円（入場整理番号付）</p>
"";}",1,,その他,有り,英語,,,,,有り,バリアフリー対応施設,,なし,あり・チラシ画像,,,オフサイト展示・ガイドツアー,,,1,"第９回恵比寿映像祭では、展示関連パフォーマンスとして2つのプログラムを実施した。そのうちの1つは以下となる。

開催日：2017/2/10～12
会場：東京都写真美術館 3F 展示室
プログラム名：笹本晃《デリケート・サイクル》
料金：前売350円　当日600円（入場整理番号付）

プログラム説明：
作品は、インスタレーションと、同名のパフォーマンス、パフォーマンスの履歴を伝える遺物、という3要素から成る。タイトルは、痛みやすい衣類を洗う際の洗濯機のコース設定に由来。ぐるぐると洗われる洗濯物、ひたすら地を這い回るフンコロガシ、高い枝から地表を見降ろす小鳥といった別々の要素が、展示空間で不条理に交差し、言い知れない意味を醸し出す。日常の断片を注意深く拾いあげ、一見他愛もないナラティヴや彫刻的要素を重ねながら笹本は、抽象度の高い複数の視点を同時に導き出す。
",,,,20170210,20170212,オーストラリア,2
,,,,,,,,,,,,,,,,1,,"[年月日] 9月30日（金）
[時間] 17:30-18:20
[団体名] 立教大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 48
[実施場所] 当館展示室
[プログラム内容] 展覧会解説（杉本博司展）",,"東京都写真美術館 - 2F 展示室|東京都写真美術館 - 3F 展示室",,東京都写真美術館,,,,,,2016,2016,,単日/複数日,20160930,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""17:30:00"";s:7:""time_to"";s:8:""18:20:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""48"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 9月30日（金）
[時間] 17:30-18:20
[団体名] 立教大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 48
[実施場所] 当館展示室
[プログラム内容] 展覧会解説（杉本博司展）",,,,,,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月12日（水）
[時間] 14:00-15:30
[団体名] 帝京科学大学 看護学科
[対象・学年] 大学生
[授業区分] 授業等
[人数] 13
[実施場所] 当館スタジオ
[プログラム内容] 対話による作品鑑賞についてのレクチャーと体験、杉本博司展自由見学",,"東京都写真美術館 - 1F スタジオ",,東京都写真美術館,,,,,,2016,2016,,単日/複数日,20161012,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""13"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 10月12日（水）
[時間] 14:00-15:30
[団体名] 帝京科学大学 看護学科
[対象・学年] 大学生
[授業区分] 授業等
[人数] 13
[実施場所] 当館スタジオ
[プログラム内容] 対話による作品鑑賞についてのレクチャーと体験、杉本博司展自由見学",,,,,,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月15日（土）
[時間] 15:00-16:00
[団体名] 武蔵大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 31
[実施場所] 当館スタジオ
[プログラム内容] 杉本博司展レクチャー
",,"東京都写真美術館 - 1F スタジオ",,東京都写真美術館,,,,,,2016,2016,,単日/複数日,20161015,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""15:00:00"";s:7:""time_to"";s:8:""16:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""31"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 10月15日（土）
[時間] 15:00-16:00
[団体名] 武蔵大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 31
[実施場所] 当館スタジオ
[プログラム内容] 杉本博司展レクチャー
",,,,,,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月16日（日）
[時間] 10:00-12:00
[団体名] 写真表現大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 18
[実施場所] 当館スタジオ
[プログラム内容] 杉本博司展レクチャー

",,"東京都写真美術館 - 1F スタジオ",,東京都写真美術館,,,,,,2016,2016,,単日/複数日,20161016,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""18"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 10月16日（日）
[時間] 10:00-12:00
[団体名] 写真表現大学
[対象・学年] 大学生
[授業区分] 授業等
[人数] 18
[実施場所] 当館スタジオ
[プログラム内容] 杉本博司展レクチャー

",,,,,,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月21日（金）
[時間] 10:00-11:50
[団体名] 港区立白金の丘小学校
[対象・学年] 6年生
[授業区分] 図画工作
[人数] 56
[実施場所] 当館スタジオ、学習室、展示室
[プログラム内容] 驚き盤と対話による作品鑑賞（収蔵作品スライド）、杉本博司展自由見学

",子供向け,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 2F 展示室|東京都写真美術館 - 3F 展示室|東京都写真美術館 - 学習室",,東京都写真美術館,,,,,,2016,2016,,単日/複数日,20161021,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""11:50:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""56"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の体験型イベント（外国人向け・子供向け含む）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 10月21日（金）
[時間] 10:00-11:50
[団体名] 港区立白金の丘小学校
[対象・学年] 6年生
[授業区分] 図画工作
[人数] 56
[実施場所] 当館スタジオ、学習室、展示室
[プログラム内容] 驚き盤と対話による作品鑑賞（収蔵作品スライド）、杉本博司展自由見学

",,,,,,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月25日（火）
[時間] 11:05-12:30、13:35-14:55
[団体名] 目黒区立駒場小学校
[対象・学年] 4年生
[授業区分] 図画工作
[人数] 60
[実施場所] 同校
[プログラム内容] 対話による作品鑑賞
",子供向け,目黒区立駒場小学校,,東京都写真美術館,,,,,,2016,単日/複数日,"a:1:{s:4:""time"";a:2:{i:0;a:3:{s:9:""time_from"";s:8:""11:05:00"";s:7:""time_to"";s:8:""12:30:00"";s:10:""time_bikou"";s:0:"""";}i:1;a:3:{s:9:""time_from"";s:8:""13:35:00"";s:7:""time_to"";s:8:""14:55:00"";s:10:""time_bikou"";s:0:"""";}}}",1,2,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""60"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[年月日] 10月25日（火）
[時間] 11:05-12:30、13:35-14:55
[団体名] 目黒区立駒場小学校
[対象・学年] 4年生
[授業区分] 図画工作
[人数] 60
[実施場所] 同校
[プログラム内容] 対話による作品鑑賞
",,,,2016,,,,20161025,,
,,,,,,,,,,,,,,,,1,,"[年月日] 10月30日（日）
[時間] 13:30-16:30
[団体名] 公立高校定時制通信制芸術祭展示部門生徒研修会
[対象・学年] 高校生
[授業区分] 部活動
[人数] 20
[実施場所] 当館スタジオ、展示室
[プログラム内容] フォトグラム、対話による作品鑑賞（収蔵作品スライド）、杉本博司展自由見学",,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室|東京都写真美術館 - 2F 展示室",,東京都写真美術館,,,,,,2016,単日/複数日,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""13:30:00"";s:7:""time_to"";s:8:""16:30:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""20"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の体験型イベント（外国人向け・子供向け含む）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 10月30日（日）
[時間] 13:30-16:30
[団体名] 公立高校定時制通信制芸術祭展示部門生徒研修会
[対象・学年] 高校生
[授業区分] 部活動
[人数] 20
[実施場所] 当館スタジオ、展示室
[プログラム内容] フォトグラム、対話による作品鑑賞（収蔵作品スライド）、杉本博司展自由見学",,,,2016,,,,20161030,,
,,,,,,,,,,,,,,,,1,,"スクールプログラム
学校の児童・生徒が写真・映像メディアとの出会いを通して、豊かな体験学習ができるように、小学校、中学校、高等学校、大学および各種学校の授業や活動、教職員の研修と連携したスクールプログラムを実施している。各学校の状況や授業内容を担当の先生と細かく相談しながら、授業内容を組み立て、濃密な授業を実現した。今回のプログラムの詳細は以下のとおりである。

[年月日] 9月22日（木）
[時間] 14:00-15:00
[団体名] 東京都図画工作研究会美術館連携局
[対象・学年] 教員
[授業区分] 研修
[人数] 7
[実施場所] 当館スタジオ
[プログラム内容] フォトグラム",,"東京都写真美術館 - 1F スタジオ",,東京都写真美術館,,,,,,2016,単日/複数日,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:00:00"";s:7:""time_to"";s:8:""15:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:1:""7"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,芸術文化の体験型イベント（外国人向け・子供向け含む）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,なし,なし,,,,,,1,"スクールプログラム
学校の児童・生徒が写真・映像メディアとの出会いを通して、豊かな体験学習ができるように、小学校、中学校、高等学校、大学および各種学校の授業や活動、教職員の研修と連携したスクールプログラムを実施している。各学校の状況や授業内容を担当の先生と細かく相談しながら、授業内容を組み立て、濃密な授業を実現した。今回のプログラムの詳細は以下のとおりである。

[年月日] 9月22日（木）
[時間] 14:00-15:00
[団体名] 東京都図画工作研究会美術館連携局
[対象・学年] 教員
[授業区分] 研修
[人数] 7
[実施場所] 当館スタジオ
[プログラム内容] フォトグラム",,,,2016,,,,20160922,,
,,,,,,,,,,,,,,,,1,,"[年月日] 11月18日（金）
[時間] 10:00-12:00
[団体名] 日本大学　通信教育部
[対象・学年] 大学生（通信）
[授業区分] 博物館学
[人数] 10
[実施場所] 当館スタジオ
[プログラム内容] 概要説明、学芸員の業務について
",,"東京都写真美術館 - 1F スタジオ",,東京都写真美術館,,,,,,2016,単日/複数日,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""10:00:00"";s:7:""time_to"";s:8:""12:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""10"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,,,,1,"[年月日] 11月18日（金）
[時間] 10:00-12:00
[団体名] 日本大学　通信教育部
[対象・学年] 大学生（通信）
[授業区分] 博物館学
[人数] 10
[実施場所] 当館スタジオ
[プログラム内容] 概要説明、学芸員の業務について
",,,,2016,,,,20161118,,
,,,,,,,,,,,,,,,,1,,"[年月日] 11月9日（水）
[時間] 14:30-17:00
[団体名] 中野区図工部会
[対象・学年] 図工教員
[授業区分] 教員研修
[人数] 14
[実施場所] 当館スタジオ、展示室
[プログラム内容] コマ撮りアニメーション、驚き盤、杉本博司展自由見学
",,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 2F 展示室|東京都写真美術館 - 3F 展示室",,東京都写真美術館,,,,,,2016,単日/複数日,"a:1:{s:4:""time"";a:1:{i:0;a:3:{s:9:""time_from"";s:8:""14:30:00"";s:7:""time_to"";s:8:""17:00:00"";s:10:""time_bikou"";s:0:"""";}}}",1,1,"a:4:{s:15:""number_mokuhyou"";s:0:"""";s:14:""number_sokuhou"";s:0:"""";s:14:""number_kakutei"";s:2:""14"";s:6:""備考"";s:0:"""";}","a:2:{s:14:""ryoukin_select"";s:6:""無料"";s:13:""ryoukin_bikou"";s:0:"""";}",,,展覧会（美術、歴史、写真、建築、文芸等）|芸術文化の体験型イベント（外国人向け・子供向け含む）|芸術文化の力を活用して、教育、福祉や医療、地域振興等の領域における課題を解決する事業,無し,,,,,,有り,バリアフリー対応施設,,,なし,,,"リニューアル・オープン／総合開館20周年記念事業 杉本博司　ロスト・ヒューマン",,,1,"[年月日] 11月9日（水）
[時間] 14:30-17:00
[団体名] 中野区図工部会
[対象・学年] 図工教員
[授業区分] 教員研修
[人数] 14
[実施場所] 当館スタジオ、展示室
[プログラム内容] コマ撮りアニメーション、驚き盤、杉本博司展自由見学
",,,,2016,,,,20161109,,
